类型,案例类型,案例编号,状态,主题,指派给,案例设计,交易名称,系统模块,描述,案例执行,测试数据,测试步骤,预期结果,验证日期,测试轮次,专项测试,产品种类,开始日期,计划完成日期,% 完成
测试案例,反例,案例编号1306,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,112-停止支取交易（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1307,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,112-停止支取交易（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1308,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,112-停止支取交易（客户级限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1309,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,115-客户冻结（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1310,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,115-客户冻结（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1311,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,115-客户冻结（客户级限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1312,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,124-账户止付账户限制（只收不付）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1313,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,124-账户止付账户限制（只收不付）（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1314,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,124-账户止付账户限制（只收不付）（客户级限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1315,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,135-超期未对账（只收不付）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1316,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,135-超期未对账（只收不付）（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1319,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,121-有权机关冻结（只收不付）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1323,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,113-挂失专用止付（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1324,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,113-挂失专用止付（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,反例,案例编号1325,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,116-密码挂失（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交报错,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1327,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,"122-暂停非柜面业务(只收不付)
（客户级）","测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交成功,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1328,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,105-有权机关冻结（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.当交易金额大于账户的可用余额时，交易提交报错；当交易金额不大于账户的可用余额时，交易提交成功；,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1330,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,103-余额止付（不限制批处理）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.当交易金额大于账户的可用余额时，交易提交报错；当交易金额不大于账户的可用余额时，交易提交成功；,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1333,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,132-存款证明专用限制（余额冻结）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.当交易金额大于账户的可用余额时，交易提交报错；当交易金额不大于账户的可用余额时，交易提交成功；,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1339,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,130-理财系统冻结（余额冻结）（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.当交易金额大于账户的可用余额时，交易提交报错；当交易金额不大于账户的可用余额时，交易提交成功；,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1341,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,111-停止存入交易（账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交成功,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1342,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,111-停止存入交易（主账户限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交成功,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1343,新建,财富E站通-定期存款开立,,李秘,存款产品购买,理财外屏,财富E站通-定期存款开立,,111-停止存入交易（客户级限制）,"测试账户存在的限制类型参见“测试数据”；
1.执行财富E站通-定期存款开立，付款账户存在限制",1.提交成功,,UAT-2,账户限制,无,,,
测试案例,正例,案例编号1344,新建,定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款全部提前支取,,用户身份证、银行卡（卡内需要开立定期存款业务）,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额点击下一步输入正确的密码点击签名","1、显示用户存款明细
2、进入确认支取界面显示支取本金支取利息等
3、取出成功",,UAT-2,无,无,,,
测试案例,反例,案例编号1345,新建,定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款全部提前支取,,用户身份证、银行卡（卡内需要开立定期存款业务）,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额点击下一步输入错误的密码点击签名","1、显示用户存款明细
2、进入确认支取界面显示支取本金支取利息等
3、密码错误",,UAT-2,无,无,,,
测试案例,反例,案例编号1346,新建,定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款全部提前支取,,用户身份证、银行卡,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额点击下一步输入正确的密码点击签名","1、显示用户存款明细
2、进入确认支取界面显示支取本金支取利息等
3、非定期账户不允许取出",,UAT-2,无,无,,,
测试案例,正例,案例编号1347,新建,定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款提前支取,,用户身份证、银行卡（卡内需要开立定期存款业务）,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额点击下一步输入正确的密码点击签名","1、显示用户存款明细
2、进入确认支取界面显示支取本金支取利息等
3、取出成功",,UAT-2,无,无,,,
测试案例,反例,案例编号1348,新建,定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款提前支取,,用户身份证、银行卡（卡内需要开立定期存款业务）,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额点击下一步输入错误的密码点击签名","1、显示用户存款明细
2、进入确认支取界面显示支取本金支取利息等
3、密码错误",,UAT-2,无,无,,,
测试案例,反例,案例编号1349,新建,财富E站通-定期存款提前支取,,刘梦月,存款提前支取,理财外屏,财富E站通-定期存款提前支取,,用户身份证、银行卡（卡内需要开立定期存款业务）,"1、理财经理登录内屏
2、外屏读取身份证刷卡
3、点击我的-我的存款，选中一条存款业务点击支取
4、输入支取金额大于存款金额 点击下一步输入正确的密码点击签名",取出失败,,UAT-2,无,无,,,
